timestamp_utc,requested_backend,resolved_backend,device,device_name,device_full_name,model_package,model_sha256,variant_id,base_model,precision,quant_method,execution_provider,model_dir,audio_path,audio_seconds,runs,warmup,cache_dir,cold_load_seconds,hot_load_seconds,warm_load_seconds,mean_infer_seconds,rtf,realtime_factor,label,model_size_mb,avg_logprob,ttft_ms,tpot_ms,throughput_tps,wer,cer,transcription,runtime,model_format,decode_strategy,max_context,eval_clips,status,cold_start_seconds,hot_start_seconds,power_source,host_arch,host_os,runtime_version,inference_precision,requested_provider,resolved_provider,fallback_occurred,provider_attempts,ep_nodes,cpu_nodes,cpu_offload_pct,cpu_offload_ops,assigned_ops_cpu,assigned_ops_npu,operation_assignment_source,measurement_purpose,execution_profile,graph_role,environment_snapshot_id,model_compilation_provenance_ids,error
2026-07-16T09:32:27Z,OnnxRuntimeStatic,"ONNX Runtime (unified, static)",CPU,CPUExecutionProvider,,static-onnx,9da9f440ca7601e6ddfb6afdbc8e1564dbeb19ff56d0522cefd68e52f8a95bac,whisper-tiny-static,openai/whisper-tiny.en,fp32-static,FP32 baseline (inferred from package name),CPUExecutionProvider,C:\Projects\apps\whisper-npu-hal\workloads\whisper\models\static-onnx,C:\Projects\apps\whisper-npu-hal\workloads\eval\ls_000.wav,5.855,10,1,C:\Projects\apps\whisper-npu-hal\build\cache\benchmark\x64-amd\auto\whisper-tiny-static\static-onnx\cpu,0.4136912,0.4342217,0.4342217,0.86213357,0.147247407,6.79129105,whisper-tiny-static,236.378,-0.111457,-1,37.0723,26.9743,,,"Mr. Quilter is the apostle of the middle classes, and we are glad to welcome his gospel.",onnxruntime,onnx,static-no-kv,128,1,ok,0.4136912,0.4342217,battery,x64,Windows 11 (build 26200),1.23.3,f32,CPUExecutionProvider,CPUExecutionProvider,false,"[{""provider"":""CPUExecutionProvider"",""success"":true,""error"":""""}]",0,366,100,"Add x16, Gather x1, Gelu x4, Gemm x32, IsNaN x4, LayerNormalization x12, MatMul x25, Mul x8, Reshape x81, SkipLayerNormalization x1, Softmax x8, Transpose x40, Where x4; Add x8, Conv x2, Gelu x6, Gemm x20, LayerNormalization x8, MatMul x12, Mul x4, Reshape x48, SkipLayerNormalization x1, Softmax x4, Transpose x17",,,,latency,static-onnx,whole,e5a372a82b75180bc40a,4bf5cdd39624468b16be,
2026-07-16T09:32:34Z,OnnxRuntimeDynamic,"ONNX Runtime (unified, dynamic KV)",CPU,CPUExecutionProvider,,dynamic-onnx,12534e24d20072ab1bca394fe2254205058aeae38b88545c1c12b279d1e51ba2,whisper-tiny-dynamic,openai/whisper-tiny.en,fp32,FP32 baseline (inferred from package name),CPUExecutionProvider,C:\Projects\apps\whisper-npu-hal\workloads\whisper\models\dynamic-onnx,C:\Projects\apps\whisper-npu-hal\workloads\eval\ls_000.wav,5.855,10,1,C:\Projects\apps\whisper-npu-hal\build\cache\benchmark\x64-amd\auto\whisper-tiny-dynamic\dynamic-kv-onnx\cpu,0.5560305,0.5139448,0.5139448,0.2487205,0.0424800171,23.5404802,whisper-tiny-dynamic,627.746,-0.111457,150.642,13.2578,75.4274,,,"Mr. Quilter is the apostle of the middle classes, and we are glad to welcome his gospel.",onnxruntime,onnx,dynamic-kv,,1,ok,0.5560305,0.5139448,battery,x64,Windows 11 (build 26200),1.23.3,f32,CPUExecutionProvider,CPUExecutionProvider,false,"[{""provider"":""CPUExecutionProvider"",""success"":true,""error"":""""}]",0,776,100,"Add x25, BiasGelu x4, Concat x12, Conv x2, Gather x8, Gelu x2, LayerNormalization x9, MatMul x32, Mul x4, Reshape x16, Shape x4, Softmax x4, Transpose x17, Unsqueeze x8; Add x43, BiasGelu x4, Concat x30, Equal x1, Expand x1, FusedMatMul x8, Gather x27, IsNaN x4, LayerNormalization x13, LessOrEqual x1, MatMul x41, Mul x8, Range x2, Reshape x26, Shape x16, Slice x4, Softmax x8, Tile x1, Transpose x24, Unsqueeze x30, Where x9; Add x45, BiasGelu x4, Concat x26, Equal x1, Expand x1, Gather x26, IsNaN x4, LayerNormalization x13, LessOrEqual x1, MatMul x57, Mul x8, Range x2, Reshape x34, Shape x15, Slice x4, Softmax x8, Tile x1, Transpose x40, Unsqueeze x29, Where x9",,,,latency,dynamic-kv-onnx,whole,e5a372a82b75180bc40a,9db9c63b435a0e4a712e,
2026-07-16T09:35:00Z,OnnxRuntimeStatic,"ONNX Runtime (unified, static)",NPU,QNNExecutionProvider,,static-onnx,9da9f440ca7601e6ddfb6afdbc8e1564dbeb19ff56d0522cefd68e52f8a95bac,whisper-tiny-static,openai/whisper-tiny.en,fp32-static,FP32 baseline (inferred from package name),QNNExecutionProvider,C:\Projects\whisper-npu-hal\workloads\whisper\models\static-onnx,C:\Projects\whisper-npu-hal\workloads\eval\ls_000.wav,5.855,10,1,C:\Projects\whisper-npu-hal\build\cache\benchmark\ARM64-winml\auto\whisper-tiny-static\static-onnx\npu,23.5046961,23.0660208,23.0660208,0.4499396,0.0768470709,13.0128577,whisper-tiny-static,236.378,-0.11,-1,19.5696,51.0998,,,"Mr. Quilter is the apostle of the middle classes, and we are glad to welcome his gospel.",windows-ml,onnx,static-no-kv,128,1,ok,23.5046961,23.0660208,battery,arm64,Windows 11 (build 26200),1.24.6,preferred,auto,QNNExecutionProvider,false,"[{""provider"":""WindowsML:PREFER_NPU"",""success"":true,""error"":""""}]",2,0,0,,0,408,ort-ep-graph-assignment,latency,static-onnx,whole,3657e3dea912965720d5,021548ca6494bc953812,
2026-07-16T09:37:00Z,OnnxRuntimeStatic,"ONNX Runtime (unified, static)",GPU,DmlExecutionProvider,,static-onnx,9da9f440ca7601e6ddfb6afdbc8e1564dbeb19ff56d0522cefd68e52f8a95bac,whisper-tiny-static,openai/whisper-tiny.en,fp32-static,FP32 baseline (inferred from package name),DmlExecutionProvider,C:\Projects\whisper-npu-hal\workloads\whisper\models\static-onnx,C:\Projects\whisper-npu-hal\workloads\eval\ls_000.wav,5.855,10,1,C:\Projects\whisper-npu-hal\build\cache\benchmark\ARM64-winml\auto\whisper-tiny-static\static-onnx\gpu,1.1514709,0.824749,0.824749,1.25278766,0.213968857,4.67357732,whisper-tiny-static,236.378,-0.111458,-1,56.5217,17.6923,,,"Mr. Quilter is the apostle of the middle classes, and we are glad to welcome his gospel.",windows-ml,onnx,static-no-kv,128,1,ok,1.1514709,0.824749,battery,arm64,Windows 11 (build 26200),1.24.6,preferred,auto,DmlExecutionProvider,false,"[{""provider"":""WindowsML:PREFER_GPU"",""success"":true,""error"":""""}]",2,0,0,,,,,latency,static-onnx,whole,3657e3dea912965720d5,f14e08d587170afd1248,
2026-07-16T09:37:22Z,OnnxRuntimeDynamic,"ONNX Runtime (unified, dynamic KV)",GPU,DmlExecutionProvider,,dynamic-onnx,12534e24d20072ab1bca394fe2254205058aeae38b88545c1c12b279d1e51ba2,whisper-tiny-dynamic,openai/whisper-tiny.en,fp32,FP32 baseline (inferred from package name),DmlExecutionProvider,C:\Projects\whisper-npu-hal\workloads\whisper\models\dynamic-onnx,C:\Projects\whisper-npu-hal\workloads\eval\ls_000.wav,5.855,10,1,C:\Projects\whisper-npu-hal\build\cache\benchmark\ARM64-winml\auto\whisper-tiny-dynamic\dynamic-kv-onnx\gpu,1.0364533,0.9744677,0.9744677,1.42397428,0.243206538,4.11173157,whisper-tiny-dynamic,627.746,-0.111458,294.329,61.4263,16.2797,,,"Mr. Quilter is the apostle of the middle classes, and we are glad to welcome his gospel.",windows-ml,onnx,dynamic-kv,,1,ok,1.0364533,0.9744677,battery,arm64,Windows 11 (build 26200),1.24.6,preferred,auto,DmlExecutionProvider,false,"[{""provider"":""WindowsML:PREFER_GPU"",""success"":true,""error"":""""}]",592,180,23.32,"Add x2, Concat x22, Equal x1, Gather x25, Reshape x1, Unsqueeze x24, Where x1; Concat x12, Gather x8, Unsqueeze x8; Concat x26, Equal x1, Gather x24, Reshape x1, Unsqueeze x23, Where x1",,,,latency,dynamic-kv-onnx,whole,3657e3dea912965720d5,7ecf8ca3c9dba44e3e87,
2026-07-16T09:38:34Z,OnnxRuntimeStatic,"ONNX Runtime (unified, static)",NPU,VitisAIExecutionProvider,,static-onnx,9da9f440ca7601e6ddfb6afdbc8e1564dbeb19ff56d0522cefd68e52f8a95bac,whisper-tiny-static,openai/whisper-tiny.en,fp32-static,FP32 baseline (inferred from package name),VitisAIExecutionProvider,C:\Projects\apps\whisper-npu-hal\workloads\whisper\models\static-onnx,C:\Projects\apps\whisper-npu-hal\workloads\eval\ls_000.wav,5.855,10,1,C:\Projects\apps\whisper-npu-hal\build\cache\benchmark\x64-winml\auto\whisper-tiny-static\static-onnx\npu,279.760424,1.2792238,1.2792238,1.08866591,0.185937816,5.37814213,whisper-tiny-static,236.378,-0.114379,-1,47.61,21.004,,,"Mr. Quilter is the apostle of the middle classes, and we are glad to welcome his gospel.",windows-ml,onnx,static-no-kv,128,1,ok,279.760424,1.2792238,battery,x64,Windows 11 (build 26200),1.24.6,preferred,auto,VitisAIExecutionProvider,false,"[{""provider"":""WindowsML:PREFER_NPU"",""success"":true,""error"":""""}]",6,32,84.21,"Add x2, Gather x1, Gemm x1, IsNaN x4, LayerNormalization x1, MatMul x2, Mul x1, Reshape x5, Softmax x1, Transpose x10, Where x4",32,376,vitisai-cache-context-gops,latency,static-onnx,whole,a8c9cec6e1a785447bf8,fdb7995c7cbdf2f5b484,
2026-07-16T09:38:36Z,OnnxRuntimeStatic,"ONNX Runtime (unified, static)",CPU,CPUExecutionProvider,,static-onnx,9da9f440ca7601e6ddfb6afdbc8e1564dbeb19ff56d0522cefd68e52f8a95bac,whisper-tiny-static,openai/whisper-tiny.en,fp32-static,FP32 baseline (inferred from package name),CPUExecutionProvider,C:\Projects\whisper-npu-hal\workloads\whisper\models\static-onnx,C:\Projects\whisper-npu-hal\workloads\eval\ls_000.wav,5.855,10,1,C:\Projects\whisper-npu-hal\build\cache\benchmark\ARM64-winml\auto\whisper-tiny-static\static-onnx\cpu,0.5433704,0.5199272,0.5199272,2.55215135,0.43589263,2.29414294,whisper-tiny-static,236.378,-0.111457,-1,104.199,9.59706,,,"Mr. Quilter is the apostle of the middle classes, and we are glad to welcome his gospel.",windows-ml,onnx,static-no-kv,128,1,ok,0.5433704,0.5199272,battery,arm64,Windows 11 (build 26200),1.24.6,f32,auto,CPUExecutionProvider,false,"[{""provider"":""WindowsML:PREFER_CPU"",""success"":true,""error"":""""}]",0,366,100,"Add x16, Gather x1, Gelu x4, Gemm x32, IsNaN x4, LayerNormalization x12, MatMul x25, Mul x8, Reshape x81, SkipLayerNormalization x1, Softmax x8, Transpose x40, Where x4; Add x8, Conv x2, Gelu x6, Gemm x20, LayerNormalization x8, MatMul x12, Mul x4, Reshape x48, SkipLayerNormalization x1, Softmax x4, Transpose x17",,,,latency,static-onnx,whole,3657e3dea912965720d5,7227a9394e6c4d503885,
2026-07-16T09:38:48Z,OnnxRuntimeDynamic,"ONNX Runtime (unified, dynamic KV)",CPU,CPUExecutionProvider,,dynamic-onnx,12534e24d20072ab1bca394fe2254205058aeae38b88545c1c12b279d1e51ba2,whisper-tiny-dynamic,openai/whisper-tiny.en,fp32,FP32 baseline (inferred from package name),CPUExecutionProvider,C:\Projects\whisper-npu-hal\workloads\whisper\models\dynamic-onnx,C:\Projects\whisper-npu-hal\workloads\eval\ls_000.wav,5.855,10,1,C:\Projects\whisper-npu-hal\build\cache\benchmark\ARM64-winml\auto\whisper-tiny-dynamic\dynamic-kv-onnx\cpu,1.1104907,1.1643774,1.1643774,0.52676334,0.0899681196,11.1150484,whisper-tiny-dynamic,627.746,-0.111457,356.88,22.5634,44.3196,,,"Mr. Quilter is the apostle of the middle classes, and we are glad to welcome his gospel.",windows-ml,onnx,dynamic-kv,,1,ok,1.1104907,1.1643774,battery,arm64,Windows 11 (build 26200),1.24.6,f32,auto,CPUExecutionProvider,false,"[{""provider"":""WindowsML:PREFER_CPU"",""success"":true,""error"":""""}]",0,776,100,"Add x25, BiasGelu x4, Concat x12, Conv x2, Gather x8, Gelu x2, LayerNormalization x9, MatMul x32, Mul x4, Reshape x16, Shape x4, Softmax x4, Transpose x17, Unsqueeze x8; Add x43, BiasGelu x4, Concat x30, Equal x1, Expand x1, FusedMatMul x8, Gather x27, IsNaN x4, LayerNormalization x13, LessOrEqual x1, MatMul x41, Mul x8, Range x2, Reshape x26, Shape x16, Slice x4, Softmax x8, Tile x1, Transpose x24, Unsqueeze x30, Where x9; Add x45, BiasGelu x4, Concat x26, Equal x1, Expand x1, Gather x26, IsNaN x4, LayerNormalization x13, LessOrEqual x1, MatMul x57, Mul x8, Range x2, Reshape x34, Shape x15, Slice x4, Softmax x8, Tile x1, Transpose x40, Unsqueeze x29, Where x9",,,,latency,dynamic-kv-onnx,whole,3657e3dea912965720d5,a27fef3aef61b84d0aa7,
2026-07-16T09:48:43Z,OnnxRuntimeStatic,"ONNX Runtime (unified, static)",GPU,DmlExecutionProvider,,static-onnx,9da9f440ca7601e6ddfb6afdbc8e1564dbeb19ff56d0522cefd68e52f8a95bac,whisper-tiny-static,openai/whisper-tiny.en,fp32-static,FP32 baseline (inferred from package name),DmlExecutionProvider,C:\Projects\apps\whisper-npu-hal\workloads\whisper\models\static-onnx,C:\Projects\apps\whisper-npu-hal\workloads\eval\ls_000.wav,5.855,10,1,C:\Projects\apps\whisper-npu-hal\build\cache\benchmark\x64-winml\auto\whisper-tiny-static\static-onnx\gpu,0.9613081,0.6647555,0.6647555,0.77280254,0.131990186,7.57632085,whisper-tiny-static,236.378,-0.113214,-1,34.0065,29.4062,,,"Mr. Quilter is the apostle of the middle classes, and we are glad to welcome his gospel.",windows-ml,onnx,static-no-kv,128,1,ok,0.9613081,0.6647555,battery,x64,Windows 11 (build 26200),1.24.6,preferred,auto,DmlExecutionProvider,false,"[{""provider"":""WindowsML:PREFER_GPU"",""success"":true,""error"":""""}]",2,0,0,,,,,latency,static-onnx,whole,a8c9cec6e1a785447bf8,e1b36450d1e45776ca04,
2026-07-16T09:48:58Z,OnnxRuntimeDynamic,"ONNX Runtime (unified, dynamic KV)",GPU,DmlExecutionProvider,,dynamic-onnx,12534e24d20072ab1bca394fe2254205058aeae38b88545c1c12b279d1e51ba2,whisper-tiny-dynamic,openai/whisper-tiny.en,fp32,FP32 baseline (inferred from package name),DmlExecutionProvider,C:\Projects\apps\whisper-npu-hal\workloads\whisper\models\dynamic-onnx,C:\Projects\apps\whisper-npu-hal\workloads\eval\ls_000.wav,5.855,10,1,C:\Projects\apps\whisper-npu-hal\build\cache\benchmark\x64-winml\auto\whisper-tiny-dynamic\dynamic-kv-onnx\gpu,0.925487,0.9096572,0.9096572,0.688362,0.117568232,8.50569904,whisper-tiny-dynamic,627.746,-0.111455,185.807,33.0806,30.2292,,,"Mr. Quilter is the apostle of the middle classes, and we are glad to welcome his gospel.",windows-ml,onnx,dynamic-kv,,1,ok,0.925487,0.9096572,battery,x64,Windows 11 (build 26200),1.24.6,preferred,auto,DmlExecutionProvider,false,"[{""provider"":""WindowsML:PREFER_GPU"",""success"":true,""error"":""""}]",592,180,23.32,"Add x2, Concat x22, Equal x1, Gather x25, Reshape x1, Unsqueeze x24, Where x1; Concat x12, Gather x8, Unsqueeze x8; Concat x26, Equal x1, Gather x24, Reshape x1, Unsqueeze x23, Where x1",,,,latency,dynamic-kv-onnx,whole,a8c9cec6e1a785447bf8,e544be419fd6e009369e,
2026-07-16T09:49:53Z,OnnxRuntimeStatic,"ONNX Runtime (unified, static)",CPU,CPUExecutionProvider,,static-onnx,9da9f440ca7601e6ddfb6afdbc8e1564dbeb19ff56d0522cefd68e52f8a95bac,whisper-tiny-static,openai/whisper-tiny.en,fp32-static,FP32 baseline (inferred from package name),CPUExecutionProvider,C:\Projects\apps\whisper-npu-hal\workloads\whisper\models\static-onnx,C:\Projects\apps\whisper-npu-hal\workloads\eval\ls_000.wav,5.855,10,1,C:\Projects\apps\whisper-npu-hal\build\cache\benchmark\x64-winml\auto\whisper-tiny-static\static-onnx\cpu,0.4298093,0.2911736,0.2911736,1.18749661,0.202817525,4.93054039,whisper-tiny-static,236.378,-0.111457,-1,51.3567,19.4716,,,"Mr. Quilter is the apostle of the middle classes, and we are glad to welcome his gospel.",windows-ml,onnx,static-no-kv,128,1,ok,0.4298093,0.2911736,battery,x64,Windows 11 (build 26200),1.24.6,f32,auto,CPUExecutionProvider,false,"[{""provider"":""WindowsML:PREFER_CPU"",""success"":true,""error"":""""}]",0,366,100,"Add x16, Gather x1, Gelu x4, Gemm x32, IsNaN x4, LayerNormalization x12, MatMul x25, Mul x8, Reshape x81, SkipLayerNormalization x1, Softmax x8, Transpose x40, Where x4; Add x8, Conv x2, Gelu x6, Gemm x20, LayerNormalization x8, MatMul x12, Mul x4, Reshape x48, SkipLayerNormalization x1, Softmax x4, Transpose x17",,,,latency,static-onnx,whole,a8c9cec6e1a785447bf8,f6f38f28a032aed9347f,
2026-07-16T09:50:00Z,OnnxRuntimeDynamic,"ONNX Runtime (unified, dynamic KV)",CPU,CPUExecutionProvider,,dynamic-onnx,12534e24d20072ab1bca394fe2254205058aeae38b88545c1c12b279d1e51ba2,whisper-tiny-dynamic,openai/whisper-tiny.en,fp32,FP32 baseline (inferred from package name),CPUExecutionProvider,C:\Projects\apps\whisper-npu-hal\workloads\whisper\models\dynamic-onnx,C:\Projects\apps\whisper-npu-hal\workloads\eval\ls_000.wav,5.855,10,1,C:\Projects\apps\whisper-npu-hal\build\cache\benchmark\x64-winml\auto\whisper-tiny-dynamic\dynamic-kv-onnx\cpu,0.5986927,0.5407495,0.5407495,0.25412681,0.0434033834,23.0396785,whisper-tiny-dynamic,627.746,-0.111457,170.399,10.9563,91.2717,,,"Mr. Quilter is the apostle of the middle classes, and we are glad to welcome his gospel.",windows-ml,onnx,dynamic-kv,,1,ok,0.5986927,0.5407495,battery,x64,Windows 11 (build 26200),1.24.6,f32,auto,CPUExecutionProvider,false,"[{""provider"":""WindowsML:PREFER_CPU"",""success"":true,""error"":""""}]",0,776,100,"Add x25, BiasGelu x4, Concat x12, Conv x2, Gather x8, Gelu x2, LayerNormalization x9, MatMul x32, Mul x4, Reshape x16, Shape x4, Softmax x4, Transpose x17, Unsqueeze x8; Add x43, BiasGelu x4, Concat x30, Equal x1, Expand x1, FusedMatMul x8, Gather x27, IsNaN x4, LayerNormalization x13, LessOrEqual x1, MatMul x41, Mul x8, Range x2, Reshape x26, Shape x16, Slice x4, Softmax x8, Tile x1, Transpose x24, Unsqueeze x30, Where x9; Add x45, BiasGelu x4, Concat x26, Equal x1, Expand x1, Gather x26, IsNaN x4, LayerNormalization x13, LessOrEqual x1, MatMul x57, Mul x8, Range x2, Reshape x34, Shape x15, Slice x4, Softmax x8, Tile x1, Transpose x40, Unsqueeze x29, Where x9",,,,latency,dynamic-kv-onnx,whole,a8c9cec6e1a785447bf8,27594acdb80a1a668957,
2026-07-21T14:03:35Z,OnnxRuntimeStatic,"ONNX Runtime (unified, static)",NPU,OpenVINOExecutionProvider,,static-onnx,9da9f440ca7601e6ddfb6afdbc8e1564dbeb19ff56d0522cefd68e52f8a95bac,whisper-tiny-static,openai/whisper-tiny.en,fp32-static,FP32 baseline (inferred from package name),OpenVINOExecutionProvider,C:\Users\Ondrej Dobias\.cursor\worktrees\whisper-npu-hal\tfkb\workloads\whisper\models\static-onnx,C:\Users\Ondrej Dobias\.cursor\worktrees\whisper-npu-hal\tfkb\workloads\eval\ls_000.wav,5.855,20,1,C:\Users\Ondrej Dobias\.cursor\worktrees\whisper-npu-hal\tfkb\build\cache\benchmark\x64-ovep\openvino\whisper-tiny-static\static-onnx\npu,15.8409171,0.9493366,0.9493366,0.78625121,0.134287141,7.4467294,"whisper-tiny-static avg(2026-07-16,2026-07-21)",236.378,-0.11125,-1,32.4952,30.9615,,,"Mr. Quilter is the apostle of the middle classes, and we are glad to welcome his gospel.",onnxruntime-openvino,onnx,static-no-kv,128,1,ok,15.8409171,0.9493366,ac,x64,Windows 11 (build 26200),1.24.1,preferred,openvino,OpenVINOExecutionProvider,false,"[{""provider"":""openvino"",""success"":true,""error"":""""}]",11,11,50,"IsNaN x4, Transpose x7",11,397,ort-ep-graph-assignment,latency,static-onnx,whole,8531b0c61007b4bed2e4,a492f070f32b3d93791f,
2026-07-21T14:04:22Z,OnnxRuntimeStatic,"ONNX Runtime (unified, static)",GPU,DmlExecutionProvider,,static-onnx,9da9f440ca7601e6ddfb6afdbc8e1564dbeb19ff56d0522cefd68e52f8a95bac,whisper-tiny-static,openai/whisper-tiny.en,fp32-static,FP32 baseline (inferred from package name),DmlExecutionProvider,C:\Users\Ondrej Dobias\.cursor\worktrees\whisper-npu-hal\tfkb\workloads\whisper\models\static-onnx,C:\Users\Ondrej Dobias\.cursor\worktrees\whisper-npu-hal\tfkb\workloads\eval\ls_000.wav,5.855,20,1,C:\Users\Ondrej Dobias\.cursor\worktrees\whisper-npu-hal\tfkb\build\cache\benchmark\x64-dml\DmlExecutionProvider\whisper-tiny-static\static-onnx\gpu,1.2109355,1.217066,1.217066,0.67190029,0.114756668,8.7140906,"whisper-tiny-static avg(2026-07-16,2026-07-21)",236.378,-0.111457,-1,33.6605,30.9882,,,"Mr. Quilter is the apostle of the middle classes, and we are glad to welcome his gospel.",onnxruntime-directml,onnx,static-no-kv,128,1,ok,1.2109355,1.217066,ac,x64,Windows 11 (build 26200),1.24.4,f32,DmlExecutionProvider,DmlExecutionProvider,false,"[{""provider"":""DmlExecutionProvider"",""success"":true,""error"":""""}]",2,0,0,,,,,latency,static-onnx,whole,1ea47f57a9b20bcfb488,b646983ca5e10f969462,
2026-07-21T14:04:32Z,OnnxRuntimeDynamic,"ONNX Runtime (unified, dynamic KV)",GPU,DmlExecutionProvider,,dynamic-onnx,12534e24d20072ab1bca394fe2254205058aeae38b88545c1c12b279d1e51ba2,whisper-tiny-dynamic,openai/whisper-tiny.en,fp32,FP32 baseline (inferred from package name),DmlExecutionProvider,C:\Users\Ondrej Dobias\.cursor\worktrees\whisper-npu-hal\tfkb\workloads\whisper\models\dynamic-onnx,C:\Users\Ondrej Dobias\.cursor\worktrees\whisper-npu-hal\tfkb\workloads\eval\ls_000.wav,5.855,20,1,C:\Users\Ondrej Dobias\.cursor\worktrees\whisper-npu-hal\tfkb\build\cache\benchmark\x64-dml\DmlExecutionProvider\whisper-tiny-dynamic\dynamic-kv-onnx\gpu,1.616151,1.5073391,1.5073391,0.358626,0.061251238,16.326201,"whisper-tiny-dynamic avg(2026-07-16,2026-07-21)",627.746,-0.111458,91.0288,15.6239,64.1349,,,"Mr. Quilter is the apostle of the middle classes, and we are glad to welcome his gospel.",onnxruntime-directml,onnx,dynamic-kv,,1,ok,1.616151,1.5073391,ac,x64,Windows 11 (build 26200),1.24.4,f32,DmlExecutionProvider,DmlExecutionProvider,false,"[{""provider"":""DmlExecutionProvider"",""success"":true,""error"":""""}]",592,180,23.32,"Add x2, Concat x22, Equal x1, Gather x25, Reshape x1, Unsqueeze x24, Where x1; Concat x12, Gather x8, Unsqueeze x8; Concat x26, Equal x1, Gather x24, Reshape x1, Unsqueeze x23, Where x1",,,,latency,dynamic-kv-onnx,whole,1ea47f57a9b20bcfb488,0ac61b3f041b4ceb06a9,
2026-07-21T14:05:50Z,OnnxRuntimeStatic,"ONNX Runtime (unified, static)",CPU,CPUExecutionProvider,,static-onnx,9da9f440ca7601e6ddfb6afdbc8e1564dbeb19ff56d0522cefd68e52f8a95bac,whisper-tiny-static,openai/whisper-tiny.en,fp32-static,FP32 baseline (inferred from package name),CPUExecutionProvider,C:\Users\Ondrej Dobias\.cursor\worktrees\whisper-npu-hal\tfkb\workloads\whisper\models\static-onnx,C:\Users\Ondrej Dobias\.cursor\worktrees\whisper-npu-hal\tfkb\workloads\eval\ls_000.wav,5.855,20,1,C:\Users\Ondrej Dobias\.cursor\worktrees\whisper-npu-hal\tfkb\build\cache\benchmark\x64\CPUExecutionProvider\whisper-tiny-static\static-onnx\cpu,0.9673442,0.8624242,0.8624242,2.60245256,0.444483785,2.24980086,"whisper-tiny-static avg(2026-07-16,2026-07-21)",236.378,-0.111457,-1,115.927,8.62621,,,"Mr. Quilter is the apostle of the middle classes, and we are glad to welcome his gospel.",onnxruntime,onnx,static-no-kv,128,1,ok,0.9673442,0.8624242,ac,x64,Windows 11 (build 26200),1.24.4,f32,CPUExecutionProvider,CPUExecutionProvider,false,"[{""provider"":""CPUExecutionProvider"",""success"":true,""error"":""""}]",0,366,100,"Add x16, Gather x1, Gelu x4, Gemm x32, IsNaN x4, LayerNormalization x12, MatMul x25, Mul x8, Reshape x81, SkipLayerNormalization x1, Softmax x8, Transpose x40, Where x4; Add x8, Conv x2, Gelu x6, Gemm x20, LayerNormalization x8, MatMul x12, Mul x4, Reshape x48, SkipLayerNormalization x1, Softmax x4, Transpose x17",,,,latency,static-onnx,whole,1618ebebd4476cb9aaf3,becc0faf94880e73fd47,
2026-07-21T14:06:14Z,OnnxRuntimeDynamic,"ONNX Runtime (unified, dynamic KV)",CPU,CPUExecutionProvider,,dynamic-onnx,12534e24d20072ab1bca394fe2254205058aeae38b88545c1c12b279d1e51ba2,whisper-tiny-dynamic,openai/whisper-tiny.en,fp32,FP32 baseline (inferred from package name),CPUExecutionProvider,C:\Users\Ondrej Dobias\.cursor\worktrees\whisper-npu-hal\tfkb\workloads\whisper\models\dynamic-onnx,C:\Users\Ondrej Dobias\.cursor\worktrees\whisper-npu-hal\tfkb\workloads\eval\ls_000.wav,5.855,20,1,C:\Users\Ondrej Dobias\.cursor\worktrees\whisper-npu-hal\tfkb\build\cache\benchmark\x64\CPUExecutionProvider\whisper-tiny-dynamic\dynamic-kv-onnx\cpu,1.247474,1.5400419,1.5400419,1.62084673,0.27683121,3.61230947,"whisper-tiny-dynamic avg(2026-07-16,2026-07-21)",627.746,-0.111457,1022.93,67.4455,14.9946,,,"Mr. Quilter is the apostle of the middle classes, and we are glad to welcome his gospel.",onnxruntime,onnx,dynamic-kv,,1,ok,1.247474,1.5400419,ac,x64,Windows 11 (build 26200),1.24.4,f32,CPUExecutionProvider,CPUExecutionProvider,false,"[{""provider"":""CPUExecutionProvider"",""success"":true,""error"":""""}]",0,776,100,"Add x25, BiasGelu x4, Concat x12, Conv x2, Gather x8, Gelu x2, LayerNormalization x9, MatMul x32, Mul x4, Reshape x16, Shape x4, Softmax x4, Transpose x17, Unsqueeze x8; Add x43, BiasGelu x4, Concat x30, Equal x1, Expand x1, FusedMatMul x8, Gather x27, IsNaN x4, LayerNormalization x13, LessOrEqual x1, MatMul x41, Mul x8, Range x2, Reshape x26, Shape x16, Slice x4, Softmax x8, Tile x1, Transpose x24, Unsqueeze x30, Where x9; Add x45, BiasGelu x4, Concat x26, Equal x1, Expand x1, Gather x26, IsNaN x4, LayerNormalization x13, LessOrEqual x1, MatMul x57, Mul x8, Range x2, Reshape x34, Shape x15, Slice x4, Softmax x8, Tile x1, Transpose x40, Unsqueeze x29, Where x9",,,,latency,dynamic-kv-onnx,whole,1618ebebd4476cb9aaf3,29d8c15d43f4e019025d,
